,temp-air,ghi,dni,dhi,wind_speed
2021-01-01 00:00:00,20.33,0.0,-0.0,0.0,2.33
2021-01-01 01:00:00,20.62,0.0,-0.0,0.0,2.23
2021-01-01 02:00:00,20.91,0.0,-0.0,0.0,2.12
2021-01-01 03:00:00,21.21,109.0,292.19,63.0,2.02
2021-01-01 04:00:00,21.5,308.0,502.47,131.0,1.92
2021-01-01 05:00:00,21.79,450.0,456.24,216.0,1.82
2021-01-01 06:00:00,22.08,591.0,553.8,243.0,1.72
2021-01-01 07:00:00,22.37,726.0,797.55,175.0,1.62
2021-01-01 08:00:00,26.72,699.0,680.95,225.0,2.28
2021-01-01 09:00:00,27.1,682.0,835.83,144.0,2.41
2021-01-01 10:00:00,27.1,549.0,778.09,131.0,2.62
2021-01-01 11:00:00,26.5,365.0,669.35,108.0,2.83
2021-01-01 12:00:00,25.51,149.0,406.5,70.0,2.83
2021-01-01 13:00:00,23.76,0.0,-0.0,0.0,2.69
2021-01-01 14:00:00,22.46,0.0,-0.0,0.0,2.9
2021-01-01 15:00:00,21.48,0.0,-0.0,0.0,2.9
2021-01-01 16:00:00,20.77,0.0,-0.0,0.0,2.69
2021-01-01 17:00:00,20.24,0.0,-0.0,0.0,2.48
2021-01-01 18:00:00,19.77,0.0,-0.0,0.0,2.34
2021-01-01 19:00:00,19.48,0.0,-0.0,0.0,2.48
2021-01-01 20:00:00,19.09,0.0,-0.0,0.0,2.55
2021-01-01 21:00:00,18.72,0.0,-0.0,0.0,2.55
2021-01-01 22:00:00,18.4,0.0,-0.0,0.0,2.48
2021-01-01 23:00:00,18.1,0.0,-0.0,0.0,2.34
2021-01-02 00:00:00,17.69,0.0,-0.0,0.0,2.0
2021-01-02 01:00:00,17.07,0.0,-0.0,0.0,1.59
2021-01-02 02:00:00,17.67,0.0,-0.0,0.0,1.1
2021-01-02 03:00:00,18.76,113.0,344.82,59.0,0.62
2021-01-02 04:00:00,20.78,322.0,591.31,114.0,0.97
2021-01-02 05:00:00,23.02,516.0,739.08,137.0,1.17
2021-01-02 06:00:00,24.88,665.0,831.83,142.0,1.24
2021-01-02 07:00:00,25.91,743.0,860.23,148.0,1.72
2021-01-02 08:00:00,26.66,754.0,879.07,141.0,2.14
2021-01-02 09:00:00,26.92,684.0,836.82,144.0,2.48
2021-01-02 10:00:00,26.84,546.0,749.32,142.0,2.76
2021-01-02 11:00:00,26.33,362.0,634.54,117.0,2.9
2021-01-02 12:00:00,25.34,152.0,417.09,70.0,2.69
2021-01-02 13:00:00,23.32,0.0,-0.0,0.0,2.41
2021-01-02 14:00:00,21.85,0.0,-0.0,0.0,2.48
2021-01-02 15:00:00,20.79,0.0,-0.0,0.0,2.62
2021-01-02 16:00:00,20.04,0.0,-0.0,0.0,2.62
2021-01-02 17:00:00,19.45,0.0,-0.0,0.0,2.48
2021-01-02 18:00:00,18.95,0.0,-0.0,0.0,2.28
2021-01-02 19:00:00,18.3,0.0,-0.0,0.0,2.41
2021-01-02 20:00:00,17.74,0.0,-0.0,0.0,2.34
2021-01-02 21:00:00,17.22,0.0,-0.0,0.0,2.41
2021-01-02 22:00:00,16.86,0.0,-0.0,0.0,2.69
2021-01-02 23:00:00,16.62,0.0,-0.0,0.0,2.83
2021-01-03 00:00:00,16.35,0.0,-0.0,0.0,2.76
2021-01-03 01:00:00,15.98,0.0,-0.0,0.0,2.55
2021-01-03 02:00:00,15.46,0.0,-0.0,0.0,2.34
2021-01-03 03:00:00,15.92,118.0,410.63,54.0,1.72
2021-01-03 04:00:00,19.41,329.0,637.53,105.0,2.0
2021-01-03 05:00:00,21.54,516.0,739.09,137.0,1.86
2021-01-03 06:00:00,23.52,665.0,831.25,142.0,1.79
2021-01-03 07:00:00,24.82,736.0,828.8,162.0,1.66
2021-01-03 08:00:00,25.55,755.0,878.84,141.0,2.07
2021-01-03 09:00:00,25.89,686.0,837.7,144.0,2.55
2021-01-03 10:00:00,25.82,548.0,752.08,141.0,2.9
2021-01-03 11:00:00,25.34,372.0,684.99,106.0,3.1
2021-01-03 12:00:00,24.4,154.0,417.27,71.0,2.97
2021-01-03 13:00:00,22.51,0.0,-0.0,0.0,2.62
2021-01-03 14:00:00,21.05,0.0,-0.0,0.0,2.83
2021-01-03 15:00:00,20.09,0.0,-0.0,0.0,3.03
2021-01-03 16:00:00,19.48,0.0,-0.0,0.0,3.03
2021-01-03 17:00:00,19.03,0.0,-0.0,0.0,2.83
2021-01-03 18:00:00,18.62,0.0,-0.0,0.0,2.55
2021-01-03 19:00:00,18.34,0.0,-0.0,0.0,2.34
2021-01-03 20:00:00,17.69,0.0,-0.0,0.0,2.14
2021-01-03 21:00:00,16.92,0.0,-0.0,0.0,2.14
2021-01-03 22:00:00,16.22,0.0,-0.0,0.0,2.14
2021-01-03 23:00:00,15.65,0.0,-0.0,0.0,2.14
2021-01-04 00:00:00,15.21,0.0,-0.0,0.0,2.14
2021-01-04 01:00:00,14.81,0.0,-0.0,0.0,2.07
2021-01-04 02:00:00,14.46,0.0,-0.0,0.0,2.0
2021-01-04 03:00:00,15.55,112.0,341.52,59.0,1.59
2021-01-04 04:00:00,19.79,270.0,319.06,158.0,1.93
2021-01-04 05:00:00,22.05,510.0,711.67,145.0,1.93
2021-01-04 06:00:00,23.82,658.0,800.37,154.0,2.14
2021-01-04 07:00:00,24.94,745.0,860.78,148.0,2.55
2021-01-04 08:00:00,25.58,741.0,815.64,170.0,2.83
2021-01-04 09:00:00,25.84,681.0,807.65,157.0,2.97
2021-01-04 10:00:00,25.76,553.0,765.76,137.0,3.1
2021-01-04 11:00:00,25.32,344.0,512.03,144.0,3.03
2021-01-04 12:00:00,24.46,151.0,372.63,76.0,2.83
2021-01-04 13:00:00,22.57,0.0,-0.0,0.0,2.69
2021-01-04 14:00:00,21.04,0.0,-0.0,0.0,2.97
2021-01-04 15:00:00,20.02,0.0,-0.0,0.0,3.17
2021-01-04 16:00:00,19.35,0.0,-0.0,0.0,3.24
2021-01-04 17:00:00,18.92,0.0,-0.0,0.0,3.17
2021-01-04 18:00:00,18.53,0.0,-0.0,0.0,3.03
2021-01-04 19:00:00,18.32,0.0,-0.0,0.0,3.03
2021-01-04 20:00:00,17.95,0.0,-0.0,0.0,3.03
2021-01-04 21:00:00,17.55,0.0,-0.0,0.0,3.24
2021-01-04 22:00:00,17.12,0.0,-0.0,0.0,3.45
2021-01-04 23:00:00,16.72,0.0,-0.0,0.0,3.52
2021-01-05 00:00:00,16.34,0.0,-0.0,0.0,3.52
2021-01-05 01:00:00,16.03,0.0,-0.0,0.0,3.45
2021-01-05 02:00:00,15.77,0.0,-0.0,0.0,3.31
2021-01-05 03:00:00,16.59,110.0,336.36,58.0,2.97
2021-01-05 04:00:00,19.04,306.0,501.72,130.0,3.86
2021-01-05 05:00:00,21.21,511.0,711.42,146.0,4.55
2021-01-05 06:00:00,22.89,659.0,801.16,154.0,4.97
2021-01-05 07:00:00,23.7,743.0,845.05,156.0,4.76
2021-01-05 08:00:00,24.29,743.0,815.32,171.0,4.41
2021-01-05 09:00:00,24.54,683.0,808.4,157.0,4.14
2021-01-05 10:00:00,24.52,556.0,768.24,137.0,4.07
2021-01-05 11:00:00,24.19,371.0,651.49,115.0,4.0
2021-01-05 12:00:00,23.48,161.0,441.87,71.0,3.66
2021-01-05 13:00:00,21.8,0.0,-0.0,0.0,2.97
2021-01-05 14:00:00,20.56,0.0,-0.0,0.0,2.9
2021-01-05 15:00:00,19.71,0.0,-0.0,0.0,2.97
2021-01-05 16:00:00,19.03,0.0,-0.0,0.0,3.1
2021-01-05 17:00:00,18.4,0.0,-0.0,0.0,3.24
2021-01-05 18:00:00,17.76,0.0,-0.0,0.0,3.52
2021-01-05 19:00:00,16.98,0.0,-0.0,0.0,3.93
2021-01-05 20:00:00,16.45,0.0,-0.0,0.0,4.07
2021-01-05 21:00:00,15.97,0.0,-0.0,0.0,4.0
2021-01-05 22:00:00,15.42,0.0,-0.0,0.0,3.79
2021-01-05 23:00:00,14.88,0.0,-0.0,0.0,3.52
2021-01-06 00:00:00,14.41,0.0,-0.0,0.0,3.38
2021-01-06 01:00:00,14.01,0.0,-0.0,0.0,3.17
2021-01-06 02:00:00,13.67,0.0,-0.0,0.0,3.17
2021-01-06 03:00:00,14.41,116.0,395.9,55.0,2.76
2021-01-06 04:00:00,16.96,326.0,624.58,107.0,3.72
2021-01-06 05:00:00,19.24,517.0,738.33,138.0,4.0
2021-01-06 06:00:00,21.47,653.0,770.14,167.0,4.0
2021-01-06 07:00:00,22.84,732.0,799.08,176.0,4.41
2021-01-06 08:00:00,23.86,648.0,502.02,295.0,4.69
2021-01-06 09:00:00,24.4,677.0,778.41,169.0,4.9
2021-01-06 10:00:00,24.65,549.0,726.78,151.0,5.03
2021-01-06 11:00:00,24.46,374.0,652.61,116.0,5.1
2021-01-06 12:00:00,23.77,164.0,451.16,71.0,4.62
2021-01-06 13:00:00,21.96,0.0,-0.0,0.0,3.72
2021-01-06 14:00:00,20.57,0.0,-0.0,0.0,3.66
2021-01-06 15:00:00,19.63,0.0,-0.0,0.0,3.66
2021-01-06 16:00:00,18.88,0.0,-0.0,0.0,3.66
2021-01-06 17:00:00,18.26,0.0,-0.0,0.0,3.66
2021-01-06 18:00:00,17.7,0.0,-0.0,0.0,3.59
2021-01-06 19:00:00,16.75,0.0,-0.0,0.0,3.31
2021-01-06 20:00:00,16.08,0.0,-0.0,0.0,3.17
2021-01-06 21:00:00,15.54,0.0,-0.0,0.0,3.17
2021-01-06 22:00:00,15.07,0.0,-0.0,0.0,3.17
2021-01-06 23:00:00,14.68,0.0,-0.0,0.0,3.24
2021-01-07 00:00:00,14.34,0.0,-0.0,0.0,3.38
2021-01-07 01:00:00,13.95,0.0,-0.0,0.0,3.45
2021-01-07 02:00:00,13.53,0.0,-0.0,0.0,3.45
2021-01-07 03:00:00,14.25,115.0,397.01,54.0,3.24
2021-01-07 04:00:00,16.6,326.0,624.7,107.0,3.93
2021-01-07 05:00:00,19.16,520.0,753.39,133.0,4.0
2021-01-07 06:00:00,21.62,653.0,770.74,166.0,3.93
2021-01-07 07:00:00,23.48,729.0,783.3,183.0,3.86
2021-01-07 08:00:00,25.01,746.0,817.23,170.0,3.79
2021-01-07 09:00:00,25.95,691.0,824.89,151.0,3.79
2021-01-07 10:00:00,26.34,561.0,769.22,138.0,3.72
2021-01-07 11:00:00,26.21,379.0,668.7,113.0,3.93
2021-01-07 12:00:00,25.37,140.0,249.24,88.0,3.66
2021-01-07 13:00:00,23.27,0.0,-0.0,0.0,3.52
2021-01-07 14:00:00,21.84,0.0,-0.0,0.0,3.72
2021-01-07 15:00:00,20.9,0.0,-0.0,0.0,3.79
2021-01-07 16:00:00,20.11,0.0,-0.0,0.0,3.72
2021-01-07 17:00:00,19.34,0.0,-0.0,0.0,3.59
2021-01-07 18:00:00,18.65,0.0,-0.0,0.0,3.59
2021-01-07 19:00:00,17.91,0.0,-0.0,0.0,3.52
2021-01-07 20:00:00,17.27,0.0,-0.0,0.0,3.31
2021-01-07 21:00:00,16.61,0.0,-0.0,0.0,3.17
2021-01-07 22:00:00,15.98,0.0,-0.0,0.0,3.1
2021-01-07 23:00:00,15.39,0.0,-0.0,0.0,3.1
2021-01-08 00:00:00,14.9,0.0,-0.0,0.0,3.1
2021-01-08 01:00:00,14.46,0.0,-0.0,0.0,3.03
2021-01-08 02:00:00,14.06,0.0,-0.0,0.0,3.03
2021-01-08 03:00:00,14.81,103.0,267.46,62.0,2.76
2021-01-08 04:00:00,17.3,333.0,673.15,97.0,3.31
2021-01-08 05:00:00,19.99,520.0,752.73,133.0,3.24
2021-01-08 06:00:00,22.56,654.0,771.23,166.0,3.1
2021-01-08 07:00:00,24.36,755.0,879.16,141.0,2.97
2021-01-08 08:00:00,25.73,773.0,915.69,126.0,2.76
2021-01-08 09:00:00,26.43,701.0,857.28,138.0,2.48
2021-01-08 10:00:00,26.68,558.0,742.4,148.0,2.55
2021-01-08 11:00:00,26.38,367.0,584.57,133.0,2.76
2021-01-08 12:00:00,25.38,150.0,303.07,86.0,2.97
2021-01-08 13:00:00,23.17,0.0,-0.0,0.0,2.97
2021-01-08 14:00:00,21.69,0.0,-0.0,0.0,2.9
2021-01-08 15:00:00,20.69,0.0,-0.0,0.0,2.9
2021-01-08 16:00:00,19.93,0.0,-0.0,0.0,2.9
2021-01-08 17:00:00,19.24,0.0,-0.0,0.0,2.9
2021-01-08 18:00:00,18.52,0.0,-0.0,0.0,2.9
2021-01-08 19:00:00,17.92,0.0,-0.0,0.0,2.83
2021-01-08 20:00:00,17.31,0.0,-0.0,0.0,2.76
2021-01-08 21:00:00,16.77,0.0,-0.0,0.0,2.76
2021-01-08 22:00:00,16.31,0.0,-0.0,0.0,2.76
2021-01-08 23:00:00,15.88,0.0,-0.0,0.0,2.83
2021-01-09 00:00:00,15.52,0.0,-0.0,0.0,2.9
2021-01-09 01:00:00,15.19,0.0,-0.0,0.0,2.97
2021-01-09 02:00:00,14.86,0.0,-0.0,0.0,2.83
2021-01-09 03:00:00,15.63,102.0,267.94,61.0,2.41
2021-01-09 04:00:00,18.37,333.0,672.95,97.0,2.83
2021-01-09 05:00:00,20.94,521.0,753.89,133.0,3.03
2021-01-09 06:00:00,23.22,663.0,801.59,155.0,3.24
2021-01-09 07:00:00,24.57,741.0,815.92,170.0,3.1
2021-01-09 08:00:00,25.56,751.0,818.74,171.0,2.9
2021-01-09 09:00:00,26.2,689.0,795.27,165.0,2.83
2021-01-09 10:00:00,26.43,551.0,701.31,162.0,2.97
2021-01-09 11:00:00,26.11,370.0,585.83,134.0,3.17
2021-01-09 12:00:00,25.17,160.0,364.91,82.0,2.76
2021-01-09 13:00:00,23.08,0.0,0.0,0.0,2.62
2021-01-09 14:00:00,21.52,0.0,-0.0,0.0,2.69
2021-01-09 15:00:00,20.48,0.0,-0.0,0.0,2.83
2021-01-09 16:00:00,19.6,0.0,-0.0,0.0,2.97
2021-01-09 17:00:00,18.79,0.0,-0.0,0.0,2.97
2021-01-09 18:00:00,18.01,0.0,-0.0,0.0,2.97
2021-01-09 19:00:00,17.35,0.0,-0.0,0.0,2.83
2021-01-09 20:00:00,16.68,0.0,-0.0,0.0,2.97
2021-01-09 21:00:00,16.16,0.0,-0.0,0.0,3.1
2021-01-09 22:00:00,15.75,0.0,-0.0,0.0,3.17
2021-01-09 23:00:00,15.33,0.0,-0.0,0.0,3.24
2021-01-10 00:00:00,15.0,0.0,-0.0,0.0,3.24
2021-01-10 01:00:00,14.72,0.0,-0.0,0.0,3.17
2021-01-10 02:00:00,14.4,0.0,-0.0,0.0,3.1
2021-01-10 03:00:00,15.17,108.0,320.62,59.0,2.69
2021-01-10 04:00:00,18.04,326.0,624.13,107.0,3.17
2021-01-10 05:00:00,20.71,513.0,712.23,146.0,3.45
2021-01-10 06:00:00,23.12,657.0,771.88,167.0,3.86
2021-01-10 07:00:00,24.73,742.0,815.58,170.0,4.28
2021-01-10 08:00:00,25.77,753.0,819.35,171.0,4.69
2021-01-10 09:00:00,26.25,691.0,797.11,164.0,4.83
2021-01-10 10:00:00,26.45,548.0,674.86,172.0,4.97
2021-01-10 11:00:00,26.2,381.0,636.33,123.0,4.9
2021-01-10 12:00:00,25.34,177.0,489.9,71.0,4.14
2021-01-10 13:00:00,23.26,0.0,0.0,0.0,3.45
2021-01-10 14:00:00,21.7,0.0,-0.0,0.0,3.45
2021-01-10 15:00:00,20.65,0.0,-0.0,0.0,3.45
2021-01-10 16:00:00,19.78,0.0,-0.0,0.0,3.45
2021-01-10 17:00:00,19.01,0.0,-0.0,0.0,3.38
2021-01-10 18:00:00,18.27,0.0,-0.0,0.0,3.24
2021-01-10 19:00:00,17.54,0.0,-0.0,0.0,3.17
2021-01-10 20:00:00,16.9,0.0,-0.0,0.0,3.17
2021-01-10 21:00:00,16.34,0.0,-0.0,0.0,3.17
2021-01-10 22:00:00,15.8,0.0,-0.0,0.0,3.17
2021-01-10 23:00:00,15.3,0.0,-0.0,0.0,3.17
2021-01-11 00:00:00,14.88,0.0,-0.0,0.0,3.17
2021-01-11 01:00:00,14.47,0.0,-0.0,0.0,3.17
2021-01-11 02:00:00,14.09,0.0,-0.0,0.0,3.17
2021-01-11 03:00:00,14.82,114.0,392.88,54.0,2.83
2021-01-11 04:00:00,17.55,326.0,623.64,107.0,3.52
2021-01-11 05:00:00,20.19,522.0,753.88,133.0,3.86
2021-01-11 06:00:00,22.62,669.0,817.64,149.0,4.14
2021-01-11 07:00:00,24.23,744.0,816.57,170.0,4.55
2021-01-11 08:00:00,25.33,751.0,804.43,178.0,4.76
2021-01-11 09:00:00,25.85,694.0,797.35,165.0,4.62
2021-01-11 10:00:00,25.98,560.0,718.26,158.0,4.69
2021-01-11 11:00:00,25.66,393.0,688.55,112.0,4.62
2021-01-11 12:00:00,24.78,180.0,497.66,71.0,4.0
2021-01-11 13:00:00,22.67,0.0,0.0,0.0,3.38
2021-01-11 14:00:00,21.11,0.0,-0.0,0.0,3.31
2021-01-11 15:00:00,20.04,0.0,-0.0,0.0,3.38
2021-01-11 16:00:00,19.11,0.0,-0.0,0.0,3.31
2021-01-11 17:00:00,18.24,0.0,-0.0,0.0,3.1
2021-01-11 18:00:00,17.42,0.0,-0.0,0.0,2.97
2021-01-11 19:00:00,16.72,0.0,-0.0,0.0,2.62
2021-01-11 20:00:00,15.95,0.0,-0.0,0.0,2.55
2021-01-11 21:00:00,15.18,0.0,-0.0,0.0,2.55
2021-01-11 22:00:00,14.57,0.0,-0.0,0.0,2.76
2021-01-11 23:00:00,14.13,0.0,-0.0,0.0,2.83
2021-01-12 00:00:00,13.73,0.0,-0.0,0.0,2.83
2021-01-12 01:00:00,13.35,0.0,-0.0,0.0,2.76
2021-01-12 02:00:00,13.0,0.0,-0.0,0.0,2.76
2021-01-12 03:00:00,13.78,113.0,386.41,54.0,2.28
2021-01-12 04:00:00,17.57,326.0,622.99,107.0,2.69
2021-01-12 05:00:00,20.53,514.0,712.08,146.0,3.45
2021-01-12 06:00:00,22.73,644.0,714.03,189.0,4.34
2021-01-12 07:00:00,24.06,746.0,817.46,170.0,5.17
2021-01-12 08:00:00,24.91,762.0,835.7,165.0,5.38
2021-01-12 09:00:00,25.42,689.0,768.98,177.0,5.38
2021-01-12 10:00:00,25.57,541.0,624.24,190.0,5.31
2021-01-12 11:00:00,25.32,389.0,652.38,121.0,5.24
2021-01-12 12:00:00,24.49,171.0,392.4,84.0,4.48
2021-01-12 13:00:00,22.46,0.0,0.0,0.0,3.66
2021-01-12 14:00:00,20.86,0.0,-0.0,0.0,3.38
2021-01-12 15:00:00,19.75,0.0,-0.0,0.0,3.31
2021-01-12 16:00:00,18.79,0.0,-0.0,0.0,3.24
2021-01-12 17:00:00,17.99,0.0,-0.0,0.0,3.24
2021-01-12 18:00:00,17.3,0.0,-0.0,0.0,3.24
2021-01-12 19:00:00,16.76,0.0,-0.0,0.0,3.03
2021-01-12 20:00:00,16.14,0.0,-0.0,0.0,3.03
2021-01-12 21:00:00,15.5,0.0,-0.0,0.0,3.03
2021-01-12 22:00:00,14.91,0.0,-0.0,0.0,3.03
2021-01-12 23:00:00,14.37,0.0,-0.0,0.0,3.03
2021-01-13 00:00:00,13.94,0.0,-0.0,0.0,3.1
2021-01-13 01:00:00,13.58,0.0,-0.0,0.0,3.17
2021-01-13 02:00:00,13.28,0.0,-0.0,0.0,3.17
2021-01-13 03:00:00,14.06,108.0,320.8,59.0,2.83
2021-01-13 04:00:00,17.21,321.0,588.1,114.0,3.24
2021-01-13 05:00:00,20.11,524.0,753.35,134.0,3.72
2021-01-13 06:00:00,22.66,646.0,714.1,190.0,4.07
2021-01-13 07:00:00,24.37,740.0,787.11,184.0,4.9
2021-01-13 08:00:00,25.48,789.0,935.09,119.0,4.97
2021-01-13 09:00:00,26.1,692.0,769.16,178.0,4.97
2021-01-13 10:00:00,26.29,560.0,692.12,169.0,5.03
2021-01-13 11:00:00,26.0,393.0,652.89,123.0,5.03
2021-01-13 12:00:00,25.1,193.0,579.23,63.0,4.21
2021-01-13 13:00:00,22.88,0.0,0.0,0.0,3.52
2021-01-13 14:00:00,21.21,0.0,-0.0,0.0,3.38
2021-01-13 15:00:00,20.04,0.0,-0.0,0.0,3.31
2021-01-13 16:00:00,19.1,0.0,-0.0,0.0,3.24
2021-01-13 17:00:00,18.24,0.0,-0.0,0.0,3.24
2021-01-13 18:00:00,17.49,0.0,-0.0,0.0,3.24
2021-01-13 19:00:00,16.68,0.0,-0.0,0.0,3.17
2021-01-13 20:00:00,16.07,0.0,-0.0,0.0,3.03
2021-01-13 21:00:00,15.45,0.0,-0.0,0.0,2.97
2021-01-13 22:00:00,14.86,0.0,-0.0,0.0,2.9
2021-01-13 23:00:00,14.26,0.0,-0.0,0.0,2.76
2021-01-14 00:00:00,13.68,0.0,-0.0,0.0,2.62
2021-01-14 01:00:00,13.12,0.0,-0.0,0.0,2.55
2021-01-14 02:00:00,12.63,0.0,-0.0,0.0,2.48
2021-01-14 03:00:00,13.21,113.0,385.93,54.0,2.0
2021-01-14 04:00:00,17.27,329.0,635.43,105.0,2.14
2021-01-14 05:00:00,20.3,525.0,753.86,134.0,2.28
2021-01-14 06:00:00,23.0,674.0,818.77,150.0,2.28
2021-01-14 07:00:00,24.8,750.0,817.54,171.0,2.69
2021-01-14 08:00:00,26.0,767.0,837.6,165.0,2.97
2021-01-14 09:00:00,26.61,707.0,815.49,160.0,3.24
2021-01-14 10:00:00,26.78,573.0,734.64,156.0,3.31
2021-01-14 11:00:00,26.47,398.0,667.74,120.0,3.31
2021-01-14 12:00:00,25.55,130.0,127.65,101.0,2.76
2021-01-14 13:00:00,23.46,0.0,0.0,0.0,2.55
2021-01-14 14:00:00,21.79,0.0,-0.0,0.0,2.34
2021-01-14 15:00:00,20.39,0.0,-0.0,0.0,2.0
2021-01-14 16:00:00,18.59,0.0,-0.0,0.0,1.52
2021-01-14 17:00:00,19.18,0.0,-0.0,0.0,1.03
2021-01-14 18:00:00,19.37,0.0,-0.0,0.0,0.62
2021-01-14 19:00:00,16.36,0.0,-0.0,0.0,1.66
2021-01-14 20:00:00,15.65,0.0,-0.0,0.0,1.72
2021-01-14 21:00:00,15.16,0.0,-0.0,0.0,1.79
2021-01-14 22:00:00,15.42,0.0,-0.0,0.0,1.59
2021-01-14 23:00:00,16.17,0.0,-0.0,0.0,1.31
2021-01-15 00:00:00,17.11,0.0,-0.0,0.0,1.03
2021-01-15 01:00:00,16.96,0.0,-0.0,0.0,0.83
2021-01-15 02:00:00,16.82,0.0,-0.0,0.0,0.83
2021-01-15 03:00:00,16.98,114.0,391.91,54.0,0.69
2021-01-15 04:00:00,18.8,330.0,637.14,105.0,0.69
2021-01-15 05:00:00,22.0,517.0,711.92,147.0,0.9
2021-01-15 06:00:00,24.19,675.0,819.97,149.0,1.1
2021-01-15 07:00:00,25.47,752.0,818.15,171.0,1.72
2021-01-15 08:00:00,26.44,761.0,807.21,179.0,2.21
2021-01-15 09:00:00,26.96,717.0,848.02,146.0,2.69
2021-01-15 10:00:00,26.86,576.0,736.35,156.0,3.17
2021-01-15 11:00:00,26.22,401.0,670.4,120.0,3.52
2021-01-15 12:00:00,24.77,188.0,482.67,77.0,3.45
2021-01-15 13:00:00,22.37,0.0,0.0,0.0,3.1
2021-01-15 14:00:00,20.59,0.0,-0.0,0.0,2.97
2021-01-15 15:00:00,19.51,0.0,-0.0,0.0,2.9
2021-01-15 16:00:00,18.8,0.0,-0.0,0.0,2.9
2021-01-15 17:00:00,18.38,0.0,-0.0,0.0,2.83
2021-01-15 18:00:00,18.09,0.0,-0.0,0.0,2.69
2021-01-15 19:00:00,18.09,0.0,-0.0,0.0,2.62
2021-01-15 20:00:00,18.0,0.0,-0.0,0.0,2.62
2021-01-15 21:00:00,17.97,0.0,-0.0,0.0,2.62
2021-01-15 22:00:00,17.97,0.0,-0.0,0.0,2.62
2021-01-15 23:00:00,18.0,0.0,-0.0,0.0,2.69
2021-01-16 00:00:00,18.04,0.0,-0.0,0.0,2.69
2021-01-16 01:00:00,18.04,0.0,-0.0,0.0,2.69
2021-01-16 02:00:00,17.96,0.0,-0.0,0.0,2.62
2021-01-16 03:00:00,18.5,114.0,391.13,54.0,2.14
2021-01-16 04:00:00,20.5,337.0,686.73,94.0,2.69
2021-01-16 05:00:00,22.72,527.0,754.5,134.0,3.17
2021-01-16 06:00:00,24.49,684.0,852.15,136.0,3.17
2021-01-16 07:00:00,25.59,755.0,818.66,172.0,2.9
2021-01-16 08:00:00,26.56,777.0,855.73,158.0,3.03
2021-01-16 09:00:00,27.12,713.0,818.1,160.0,3.1
2021-01-16 10:00:00,27.27,589.0,781.61,141.0,3.17
2021-01-16 11:00:00,26.99,407.0,684.81,118.0,3.17
2021-01-16 12:00:00,26.23,191.0,485.44,78.0,2.76
2021-01-16 13:00:00,24.37,0.0,0.0,0.0,2.14
2021-01-16 14:00:00,22.72,0.0,-0.0,0.0,1.93
2021-01-16 15:00:00,21.24,0.0,-0.0,0.0,1.72
2021-01-16 16:00:00,19.56,0.0,-0.0,0.0,1.59
2021-01-16 17:00:00,18.36,0.0,-0.0,0.0,1.72
2021-01-16 18:00:00,17.24,0.0,-0.0,0.0,1.93
2021-01-16 19:00:00,16.78,0.0,-0.0,0.0,1.79
2021-01-16 20:00:00,15.86,0.0,-0.0,0.0,1.93
2021-01-16 21:00:00,14.94,0.0,-0.0,0.0,2.07
2021-01-16 22:00:00,14.22,0.0,-0.0,0.0,2.21
2021-01-16 23:00:00,13.67,0.0,-0.0,0.0,2.28
2021-01-17 00:00:00,13.34,0.0,-0.0,0.0,2.34
2021-01-17 01:00:00,13.07,0.0,-0.0,0.0,2.48
2021-01-17 02:00:00,12.85,0.0,-0.0,0.0,2.48
2021-01-17 03:00:00,13.93,115.0,390.15,55.0,2.0
2021-01-17 04:00:00,19.47,324.0,589.32,115.0,2.14
2021-01-17 05:00:00,22.85,529.0,756.55,134.0,2.76
2021-01-17 06:00:00,25.38,679.0,820.48,150.0,3.38
2021-01-17 07:00:00,26.82,778.0,900.29,135.0,3.72
2021-01-17 08:00:00,27.9,780.0,855.64,159.0,3.66
2021-01-17 09:00:00,28.55,724.0,850.23,147.0,3.52
2021-01-17 10:00:00,28.82,602.0,828.09,125.0,3.31
2021-01-17 11:00:00,28.66,416.0,727.21,107.0,3.31
2021-01-17 12:00:00,27.82,195.0,496.58,78.0,2.9
2021-01-17 13:00:00,25.61,0.0,0.0,0.0,2.97
2021-01-17 14:00:00,23.65,0.0,-0.0,0.0,3.24
2021-01-17 15:00:00,22.49,0.0,-0.0,0.0,3.38
2021-01-17 16:00:00,21.55,0.0,-0.0,0.0,3.31
2021-01-17 17:00:00,20.67,0.0,-0.0,0.0,3.24
2021-01-17 18:00:00,19.79,0.0,-0.0,0.0,3.17
2021-01-17 19:00:00,19.05,0.0,-0.0,0.0,3.03
2021-01-17 20:00:00,18.22,0.0,-0.0,0.0,2.83
2021-01-17 21:00:00,17.49,0.0,-0.0,0.0,2.62
2021-01-17 22:00:00,16.82,0.0,-0.0,0.0,2.62
2021-01-17 23:00:00,16.29,0.0,-0.0,0.0,2.69
2021-01-18 00:00:00,15.91,0.0,-0.0,0.0,2.76
2021-01-18 01:00:00,15.59,0.0,-0.0,0.0,2.9
2021-01-18 02:00:00,15.38,0.0,-0.0,0.0,3.03
2021-01-18 03:00:00,16.49,115.0,395.45,54.0,2.76
2021-01-18 04:00:00,20.18,332.0,638.49,105.0,2.69
2021-01-18 05:00:00,23.62,539.0,800.5,120.0,2.76
2021-01-18 06:00:00,26.25,688.0,852.29,137.0,2.62
2021-01-18 07:00:00,27.87,781.0,901.78,135.0,3.1
